profile_name,prediction_source,weighting_scheme,sort_strategy,top_k,enable_risk_filters,allow_cash_fallback,max_volatility_20d_pct,max_volatility_5d_pct,turnover_rate_lower_pct,turnover_rate_upper_pct,turnover_ratio_upper_pct,risk_penalty_weight,transaction_cost,max_turnover,rerank_signal_column,rerank_signal_weight,secondary_candidate_size,secondary_screen_mode,secondary_screen_weight,local_tiebreak_start_rank,local_tiebreak_end_rank,periods,cumulative_return_before_cost,cumulative_return_after_cost,mean_period_return_before_cost,mean_period_return_after_cost,return_volatility_before_cost,return_volatility_after_cost,max_drawdown_before_cost,max_drawdown_after_cost,sharpe_before_cost,sharpe_after_cost,win_rate_before_cost,win_rate_after_cost,avg_selected_count,avg_signal_count,avg_cash_weight,avg_turnover,avg_desired_turnover,avg_execution_strength,total_transaction_cost,candidate_size,vol20_pct,vol5_pct,risk_penalty,case_slice_score,result_stock_ids,result_weight_sum,passes_case_floor,passes_cum_floor,passes_sharpe_floor,passes_drawdown_floor,guardrail_pass_count,failed_guardrails,passes_guardrails,pareto_efficient,score_case,score_cum,score_sharpe,score_drawdown,recommendation_score
dual_cs150_v2086_v5100_rp-60_risk_adjusted_pred_mt100,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,1.0,0.03,0.97,0.95,-0.6,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.7668006363664233,0.67114192881551,0.009877604449154679,0.00894366099860236,0.026616227340416142,0.026691055045229468,-0.09668037916490113,-0.09916822159451122,2.676127526615994,2.4163022605276745,0.6166666666666667,0.55,5.0,5.0,2.590520390792032e-17,0.9339434505523189,1.2505317163004679,0.7931964997533992,0.05603660703313914,150,0.86,1.0,-0.6,0.040557492515369956,601877/688396/600183/688008/300316,1.0,True,True,True,True,4,,True,True,1.0,0.7936198005764544,0.282069412052529,0.0,0.6944998225834422
