profile_name,prediction_source,weighting_scheme,sort_strategy,top_k,enable_risk_filters,allow_cash_fallback,max_volatility_20d_pct,max_volatility_5d_pct,turnover_rate_lower_pct,turnover_rate_upper_pct,turnover_ratio_upper_pct,risk_penalty_weight,transaction_cost,max_turnover,rerank_signal_column,rerank_signal_weight,secondary_candidate_size,secondary_screen_mode,secondary_screen_weight,local_tiebreak_start_rank,local_tiebreak_end_rank,periods,cumulative_return_before_cost,cumulative_return_after_cost,mean_period_return_before_cost,mean_period_return_after_cost,return_volatility_before_cost,return_volatility_after_cost,max_drawdown_before_cost,max_drawdown_after_cost,sharpe_before_cost,sharpe_after_cost,win_rate_before_cost,win_rate_after_cost,avg_selected_count,avg_signal_count,avg_cash_weight,avg_turnover,avg_desired_turnover,avg_execution_strength,total_transaction_cost,candidate_size,vol20_pct,vol5_pct,risk_penalty,case_slice_score,result_stock_ids,result_weight_sum,passes_case_floor,passes_cum_floor,passes_sharpe_floor,passes_drawdown_floor,guardrail_pass_count,failed_guardrails,passes_guardrails,used_drawdown_slack,attempted_drawdown_slacks
dual_cs180_v2086_v598_rp-60_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.6,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.7458380050394013,0.6493121757007585,0.009687747381422022,0.008733096012192906,0.026951322093169902,0.027005007266849453,-0.12040314047739886,-0.1229263995788965,2.592056137855374,2.331984224582297,0.6333333333333333,0.6,5.0,5.0,1.6653345369377347e-17,0.954651369229112,1.2818695702409795,0.7891622704097834,0.05727908215374673,180,0.86,0.98,-0.6,0.0036798346294619868,600029/688008/300316/688396/600183,1.0,False,True,False,False,1,"case,sharpe,drawdown",False,0.06,"0.02,0.04,0.06,0.08"
dual_cs180_v2086_v598_rp-50_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.5,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.7215222154964229,0.6279609034430309,0.009450453323171466,0.00851326415425954,0.02693702522283071,0.027010357728126492,-0.12040314047739875,-0.1229263995788965,2.529907720039849,2.2728325732457026,0.65,0.5833333333333334,5.0,5.0,2.0354088784794535e-17,0.9371891689119243,1.2390945721266815,0.8027393031344924,0.05623135013471546,180,0.86,0.98,-0.5,0.0036798346294619868,600029/688008/300316/688396/600183,1.0,False,True,False,False,1,"case,sharpe,drawdown",False,0.06,"0.02,0.04,0.06,0.08"
dual_cs150_v2086_v598_rp-60_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.6,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.7781264551658453,0.6813379144678215,0.009978053970689812,0.00903864038390485,0.026351545810470133,0.02641905689165825,-0.09274039649536048,-0.09523683547643091,2.7304952414878714,2.467104067968333,0.65,0.5833333333333334,5.0,5.0,1.6653345369377347e-17,0.9394135867849618,1.257735197072131,0.7919776283717224,0.05636481520709772,150,0.86,0.98,-0.6,0.003671128547813655,600029/688008/688396/600183/300316,1.0,False,True,True,True,3,case,False,0.06,"0.02,0.04,0.06,0.08"
dual_cs150_v2086_v598_rp-50_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.5,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.7255786889972011,0.6319340197105212,0.009453022655460363,0.008517257488428931,0.0255502780598392,0.025630231950618892,-0.0843201712395042,-0.08707912026624565,2.6679441853870456,2.3963426207009886,0.65,0.6166666666666667,5.0,5.0,1.6653345369377347e-17,0.9357651670314339,1.2441820514513906,0.797440037771291,0.05614591002188604,150,0.86,0.98,-0.5,0.003671128547813655,600029/688008/688396/600183/300316,1.0,False,True,True,True,3,case,False,0.06,"0.02,0.04,0.06,0.08"
dual_cs120_v2086_v598_rp-80_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.8,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.7441502901992847,0.6491352919064939,0.009647011828463907,0.008707114800839197,0.02610158987276713,0.026169467844540124,-0.09332800195130686,-0.09582765686268468,2.6651859884462104,2.399280647376789,0.65,0.6,5.0,5.0,2.960594732333751e-17,0.9398970276247092,1.263680566777844,0.7898434530394474,0.05639382165748255,120,0.86,0.98,-0.8,0.0036255938929818975,600029/688396/688008/600183/300316,1.0,False,True,True,True,3,case,False,0.06,"0.02,0.04,0.06,0.08"
dual_cs120_v2086_v598_rp-60_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.6,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.7401053635988404,0.6476826752881435,0.009594023217920895,0.008678901237650553,0.025562746342156776,0.025652876292445843,-0.08522847184740312,-0.08797464816061662,2.7064183313636274,2.439665873744673,0.65,0.6166666666666667,5.0,5.0,3.14563190310461e-17,0.9151219802703431,1.2037756806930895,0.8126022933213661,0.05490731881622059,120,0.86,0.98,-0.6,0.0036255938929818975,600029/688396/688008/600183/300316,1.0,False,True,True,True,3,case,False,0.06,"0.02,0.04,0.06,0.08"
dual_cs180_v2086_v598_rp-80_risk_adjusted_pred_mt100,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.8,0.001,1.0,,0.0,0,none,0.0,8,15,60,1.0113782363753074,0.902891308125132,0.012077601656745953,0.011144900558687209,0.027161672077383597,0.027219016401675594,-0.12119914587883407,-0.1236473127276646,3.2064603338088054,2.95260562184167,0.65,0.6166666666666667,5.0,5.0,2.7755575615628914e-17,0.9327010980587428,1.2535096852323753,0.7966281125865783,0.055962065883524564,180,0.86,0.98,-0.8,0.0033444912023430037,688396/600183/688008/300316/688082,1.0,False,True,True,False,2,"case,drawdown",False,0.06,"0.02,0.04,0.06,0.08"
dual_cs180_v2086_v598_rp-100_risk_adjusted_pred_mt100,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-1.0,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.9321960287672202,0.8280509142271548,0.011411498474189007,0.01047985884690031,0.027571012686156998,0.027619736735549228,-0.1267257249262903,-0.1289286964654759,2.9846377677107023,2.7361353074368906,0.6833333333333333,0.65,5.0,5.0,2.0354088784794535e-17,0.9316396272886961,1.2626079775320913,0.7936942429825832,0.05589837763732177,180,0.86,0.98,-1.0,0.0033444912023430037,688396/600183/688008/300316/688082,1.0,False,True,True,False,2,"case,drawdown",False,0.06,"0.02,0.04,0.06,0.08"
dual_cs150_v2086_v598_rp-100_risk_adjusted_pred_mt100,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-1.0,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8866199554894871,0.7848310558093372,0.010990096321270328,0.010058164936942617,0.026863914489541903,0.02692466113335194,-0.12119914587883396,-0.1236473127276646,2.9500805494340328,2.693829960392586,0.65,0.6333333333333333,5.0,5.0,2.0354088784794535e-17,0.9319313843277132,1.2872709678586114,0.7800844512835543,0.055915883059662795,150,0.86,0.98,-1.0,0.0033444912023430037,688396/600183/688008/300316/688082,1.0,False,True,True,False,2,"case,drawdown",False,0.06,"0.02,0.04,0.06,0.08"
dual_cs150_v2086_v598_rp-80_risk_adjusted_pred_mt100,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.8,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.7610226745590778,0.664963895941749,0.009821563916867032,0.00888010749034012,0.026520439091892004,0.02658101036155136,-0.10563161312064373,-0.10810287577040167,2.6705555051188763,2.409064399927082,0.6,0.5666666666666667,5.0,5.0,2.2204460492503132e-17,0.9414564265269117,1.267227356387906,0.7917038237247865,0.05648738559161471,150,0.86,0.98,-0.8,0.0033444912023430037,688396/600183/688008/300316/688082,1.0,False,True,True,False,2,"case,drawdown",False,0.06,"0.02,0.04,0.06,0.08"
dual_cs120_v2086_v598_rp-100_risk_adjusted_pred_mt100,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-1.0,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.6818003977983138,0.590860387225572,0.009012716235278374,0.008080528192418368,0.025196679893694885,0.025266838878695998,-0.09668037916490091,-0.09916822159451122,2.5793724137150758,2.306165711545503,0.6166666666666667,0.6,5.0,5.0,4.9828659716884734e-14,0.9321880428600037,1.2643695378095374,0.7872797042310591,0.05593128257160022,120,0.86,0.98,-1.0,0.0033444912023430037,688396/600183/688008/300316/688082,1.0,False,False,False,True,1,"case,cum,sharpe",False,0.06,"0.02,0.04,0.06,0.08"
dual_cs120_v2086_v598_rp-100_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-1.0,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.6781743765232688,0.5866729653101461,0.008972460071093282,0.008032143029025515,0.025046862235686924,0.025111375132006734,-0.09332800195130686,-0.09582765686268457,2.5832109865871082,2.306548597260975,0.6333333333333333,0.6166666666666667,5.0,5.0,1.8010963091323143e-13,0.9403170420677648,1.2753048248193803,0.7852313337440211,0.05641902252406589,120,0.86,0.98,-1.0,0.003286183751582483,688396/688008/600183/300316/688082,1.0,False,False,False,True,1,"case,cum,sharpe",False,0.06,"0.02,0.04,0.06,0.08"
dual_cs150_v2086_v598_rp-100_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-1.0,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8662004621795196,0.7645863850228931,0.010803345290950747,0.009862666879078136,0.02673090717800155,0.026788686452695946,-0.12063037729192527,-0.12315618754795865,2.9143803563181176,2.654878297831427,0.6666666666666666,0.65,5.0,5.0,2.2204460492503132e-17,0.9406784118726061,1.297685425993952,0.7788576626041367,0.05644070471235637,150,0.86,0.98,-1.0,0.003207972860642852,688008/688396/600183/300316/688082,1.0,False,True,True,False,2,"case,drawdown",False,0.06,"0.02,0.04,0.06,0.08"
dual_cs150_v2086_v598_rp-80_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.8,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.762485190705132,0.665768942262265,0.009832991140286844,0.008885543392072565,0.026429687864985816,0.026484527048862658,-0.10310718707451971,-0.10557342857787921,2.6828431670172024,2.419320703848752,0.6166666666666667,0.5833333333333334,5.0,5.0,2.590520390792032e-17,0.9474477482142774,1.2757312466638164,0.789791375158,0.05684686489285665,150,0.86,0.98,-0.8,0.003207972860642852,688008/688396/600183/300316/688082,1.0,False,True,True,False,2,"case,drawdown",False,0.06,"0.02,0.04,0.06,0.08"
dual_cs180_v2086_v598_rp-80_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.8,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.9970257959959492,0.8883218901703323,0.011953530506036517,0.011012025927398358,0.027036123304555786,0.02709065708348721,-0.12040314047739897,-0.1229263995788964,3.1882579226937584,2.931226363806069,0.6666666666666666,0.6333333333333333,5.0,5.0,3.515706244646329e-17,0.9415045786381612,1.2612886117781004,0.7970172248887377,0.05649027471828967,180,0.86,0.98,-0.8,0.003160756017131402,688008/300316/688396/600183/688082,0.9999999999999998,False,True,True,False,2,"case,drawdown",False,0.06,"0.02,0.04,0.06,0.08"
dual_cs180_v2086_v598_rp-100_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-1.0,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.9342094976701476,0.8290635081939346,0.011425021094166588,0.010485169664686711,0.027420936955910954,0.027470217485969853,-0.12574987450027375,-0.12808342249877946,3.004528944033439,2.7524221005731713,0.6833333333333333,0.65,5.0,5.0,2.7755575615628914e-17,0.9398514294798791,1.2737684599017713,0.7925830323399882,0.056391085768792745,180,0.86,0.98,-1.0,0.003160756017131402,688008/300316/688396/600183/688082,0.9999999999999998,False,True,True,False,2,"case,drawdown",False,0.06,"0.02,0.04,0.06,0.08"
dual_cs120_v2086_v598_rp-50_risk_adjusted_pred_mt100,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.5,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.6982845954124968,0.6101925791103886,0.009186622753092365,0.00829407416217439,0.025598955414745415,0.02569700818021669,-0.09915928552252362,-0.10164938232850074,2.587827420921979,2.3274857107484967,0.6166666666666667,0.6,5.0,5.0,2.2204460492503132e-17,0.8925485909179744,1.173797972656231,0.8180876799345724,0.05355291545507847,120,0.86,0.98,-0.5,-0.009363700146994757,600372/688396/600029/600183/688008,1.0,False,True,False,True,2,"case,sharpe",False,0.06,"0.02,0.04,0.06,0.08"
dual_cs120_v2086_v598_rp-50_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.5,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.7022043963166069,0.6131628855739326,0.009221810856607528,0.008321250758097634,0.02545690239093427,0.025546849307026456,-0.095826180048312,-0.09835625754166355,2.612235486118676,2.3488373007361507,0.6333333333333333,0.6166666666666667,5.0,5.0,3.3306690738754695e-17,0.9005600985098947,1.1858892175486995,0.8158058492805107,0.054033605910593696,120,0.86,0.98,-0.5,-0.011112555937131015,600372/600029/688396/688008/600183,1.0,False,True,False,True,2,"case,sharpe",False,0.06,"0.02,0.04,0.06,0.08"
