profile_name,prediction_source,weighting_scheme,weight_blend_alpha,max_single_weight_param,sort_strategy,top_k,enable_risk_filters,allow_cash_fallback,max_volatility_20d_pct,max_volatility_5d_pct,turnover_rate_lower_pct,turnover_rate_upper_pct,turnover_ratio_upper_pct,risk_penalty_weight,transaction_cost,max_turnover,rerank_signal_column,rerank_signal_weight,secondary_candidate_size,secondary_screen_mode,secondary_screen_weight,local_tiebreak_start_rank,local_tiebreak_end_rank,periods,cumulative_return_before_cost,cumulative_return_after_cost,mean_period_return_before_cost,mean_period_return_after_cost,return_volatility_before_cost,return_volatility_after_cost,max_drawdown_before_cost,max_drawdown_after_cost,sharpe_before_cost,sharpe_after_cost,win_rate_before_cost,win_rate_after_cost,avg_selected_count,avg_signal_count,avg_cash_weight,avg_max_single_weight,max_single_weight_observed,avg_top2_weight_sum,avg_max_single_contribution_share,max_single_contribution_share,avg_turnover,avg_desired_turnover,avg_execution_strength,total_transaction_cost
feature_set_comparison,D:\Desktop\股票分析预测代码\app\model\offline_v4_medium_compare\v4_medium_lstm_sl20\walk_forward_predictions.csv,pred,1.0,0.18,risk_adjusted,5,True,False,0.86,1.0,0.03,0.97,0.95,-0.3,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.39569193377610445,0.3209727665397333,0.005722921026937927,0.00480212409595944,0.017442046270157312,0.01748747196315075,-0.12496969088323662,-0.13030960504095723,2.3660394988585964,1.9801952730054142,0.6166666666666667,0.6166666666666667,5.0,5.0,0.10000000000000003,0.1635830261017069,0.18,0.3176928072784951,0.4544059981791356,0.7703175781439814,0.9207969309784877,1.1995430810921008,0.8175545359220503,0.05524781585870926
