profile_name,date,selected_count,signal_count,cash_weight,gross_return,transaction_cost,net_return,turnover,desired_turnover,execution_strength,net_value_before_cost,net_value_after_cost,selected_stock_ids,selected_weights,target_weights,selected_pred_returns,selected_target_returns,max_single_weight,top2_weight_sum,max_single_contribution_share,filter_initial_candidates,filter_after_primary_screen,filter_after_risk_filters,filter_after_secondary_screen,filter_secondary_quality_filter_count,filter_fallback_used,drawdown_before_cost,drawdown_after_cost
feature_set_comparison,2025-11-26,5,5,0.10000000000000009,0.009935799623128584,0.0009,0.009035799623128584,0.8999999999999999,0.8999999999999999,1.0,1.0099357996231286,1.0090357996231285,"688169,000333,601127,000786,300803","0.180000,0.180000,0.180000,0.180000,0.180000","0.180000,0.180000,0.180000,0.180000,0.180000","0.540114,0.548092,0.544781,0.543576,0.523604","-0.006452,0.024497,0.026859,0.010459,-0.000164",0.18,0.36,0.39249473770444165,300,180,138,138,138,False,0.0,0.0
feature_set_comparison,2025-11-27,5,5,0.10000000000000009,0.0153818574013396,0.0009999999999999998,0.0143818574013396,0.9999999999999998,1.08,0.9259259259259258,1.0254704880774395,1.023547608606155,"002074,300803,000630,000333,300347","0.166667,0.180000,0.166667,0.180000,0.166667","0.180000,0.180000,0.180000,0.180000,0.180000","0.548765,0.547986,0.538615,0.549615,0.530441","-0.012249,-0.001832,0.128458,0.029198,-0.053474",0.18,0.36,0.5641728300630756,300,180,137,137,137,False,0.0,0.0
feature_set_comparison,2025-11-28,5,5,0.09999999999999998,0.01095831556438811,0.001,0.009958315564388111,1.0,1.1066666666666667,0.9036144578313253,1.0367079172877591,1.0337404186878298,"000630,002371,600887,601818,300803","0.178715,0.162651,0.162651,0.162651,0.180000","0.180000,0.180000,0.180000,0.180000,0.180000","0.550065,0.535467,0.561590,0.548405,0.536772","0.058491,0.042228,-0.013946,-0.016667,-0.007689",0.18,0.358714859437751,0.4413470004034738,300,180,137,137,137,False,0.0,0.0
feature_set_comparison,2025-12-01,5,5,0.10000000000000009,0.008817447625136782,0.001,0.00781744762513678,1.0,1.1172690763052209,0.895039539899353,1.0458490350510086,1.0418216302689087,"000630,600547,600016,300408,600887","0.179865,0.161107,0.161107,0.161107,0.178179","0.180000,0.180000,0.180000,0.180000,0.180000","0.549717,0.556718,0.556723,0.527820,0.567751","0.093284,-0.010366,-0.033816,0.014282,-0.017645",0.17986511105529235,0.35804411030173894,0.5718346164629342,300,180,131,131,131,False,0.0,0.0
feature_set_comparison,2025-12-02,5,5,0.09999999999999998,-0.0025248709398784054,0.0009999999999999998,-0.0035248709398784054,0.9999999999999999,1.762214234363767,0.5674678938006886,1.0432084012149083,1.038149343479837,"300803,000596,600926,601728,300316","0.110316,0.102144,0.102144,0.102144,0.102144","0.180000,0.180000,0.180000,0.180000,0.180000","0.549717,0.552912,0.567898,0.554811,0.545803","0.056777,-0.067462,-0.007609,-0.021552,0.010585",0.11031599928162064,0.2124602201657446,0.4003025449744531,300,180,137,137,137,False,-0.0025248709398785207,-0.0035248709398785216
feature_set_comparison,2025-12-03,5,5,0.09999999999999998,-0.000438202517764847,0.0009999999999999998,-0.0014382025177648468,0.9999999999999999,1.2357115582317522,0.8092503410997912,1.0427512646669426,1.0366562744802283,"603019,300803,300274,600926,600547","0.145665,0.166708,0.145665,0.165149,0.158957","0.180000,0.180000,0.180000,0.180000,0.180000","0.567107,0.559655,0.577216,0.604511,0.547287","-0.071024,0.056218,0.057114,-0.010114,-0.038462",0.16670780063216722,0.3318568373224039,0.28881417534870296,300,180,138,138,138,False,-0.002961967052840353,-0.004958003979382841
feature_set_comparison,2025-12-04,5,5,0.09999999999999998,0.0044163176186591,0.001,0.0034163176186591,1.0,1.8,0.5555555555555556,1.0473563854489703,1.0401978215752286,"600104,600066,600233,601018,601058","0.100000,0.100000,0.100000,0.100000,0.100000","0.180000,0.180000,0.180000,0.180000,0.180000","0.546805,0.547068,0.551439,0.576088,0.548512","-0.006502,0.000302,0.000575,-0.010638,0.060427",0.1,0.2,0.7703175781439814,300,180,140,140,140,False,0.0,-0.0015586244770720015
feature_set_comparison,2025-12-05,5,5,0.09999999999999998,-0.0009092095829395363,0.001,-0.0019092095829395363,1.0,1.2,0.8333333333333334,1.0464041189865672,1.0382118659261244,"601058,601816,600066,600104,601668","0.166667,0.150000,0.166667,0.166667,0.150000","0.180000,0.180000,0.180000,0.180000,0.180000","0.559238,0.593944,0.548423,0.557195,0.571422","0.029070,-0.022857,0.014199,-0.004513,-0.026266",0.16666666666666669,0.33333333333333337,0.3159977707408693,300,180,144,144,144,False,-0.0009092095829394964,-0.003464858319223607
feature_set_comparison,2025-12-08,5,5,0.09999999999999998,0.03187024359229674,0.0009999999999999998,0.030870243592296738,0.9999999999999999,1.1333333333333333,0.8823529411764706,1.0797532731546517,1.0702617191276766,"000975,300033,600522,600066,601058","0.158824,0.158824,0.158824,0.178431,0.178431","0.180000,0.180000,0.180000,0.180000,0.180000","0.564610,0.556717,0.557003,0.550420,0.567213","0.117429,-0.040302,0.041617,0.030960,0.041958",0.1784313725490196,0.3568627450980392,0.4174993045192042,300,180,137,137,137,False,0.0,0.0
feature_set_comparison,2025-12-09,5,5,0.09999999999999998,0.0106374965107023,0.0009999999999999998,0.0096374965107023,0.9999999999999999,1.4823529411764707,0.6746031746031745,1.0912391448302539,1.0805763627113079,"000002,603893,000975,000938,600460","0.121429,0.121429,0.173109,0.121429,0.121429","0.180000,0.180000,0.180000,0.180000,0.180000","0.576685,0.555758,0.551022,0.560881,0.565251","0.025210,0.000167,0.094527,-0.036392,-0.036140",0.173109243697479,0.2945378151260504,0.5791878837137833,300,180,147,147,147,False,0.0,0.0
