profile_name,active_rule,single_slice_score,cost_after_return,Sharpe,max_drawdown,avg_turnover,rank_ic_mean,worst_fold_rank_ic,high_vol_range_cost_after_return,high_vol_range_max_drawdown,high_vol_range_avg_return,robust_day_count,total_days,latest_regime,latest_selected_config,adopted,notes,return_loss_vs_mainline,hvr_drawdown_improved_vs_mainline,turnover_improved_vs_mainline,hvr_return_improved_vs_mainline,recommended_for_next_step
mainline_static,current_default_submission_config,0.024595955824991064,1.085936213182149,3.977454961512014,-0.08706424521069267,0.9311367941484036,0.027982087211024954,-0.03349223685309722,0.4370065281140365,0.0,0.026529334939490112,14,60,normal_or_low_volatility,aggressive,False,high_volatility_range_targeted_optimization,0.0,True,False,False,False
aggressive_static,submission_aggressive_static,0.025366550605773978,1.1650099114725272,4.0021793944952595,-0.09085232347075334,0.9562906075371832,0.027982087211024954,-0.03349223685309722,0.4695716201040545,0.0,0.028201731373907725,14,60,normal_or_low_volatility,aggressive,False,high_volatility_range_targeted_optimization,-0.07907369829037814,True,False,True,False
robust_static,submission_robust_static,0.014051823553810428,0.6534101858202401,4.053580396135103,-0.048989962776393225,0.5,0.027982087211024954,-0.03349223685309722,0.28364589232243786,-0.0005393860544731233,0.0181348333149338,14,60,normal_or_low_volatility,aggressive,False,high_volatility_range_targeted_optimization,0.4325260273619089,False,True,False,False
regime_switch,robust_if_high_volatility_range_else_aggressive,0.014056001647659638,0.9005010619205784,3.825155470635472,-0.09085232347075334,0.858719348762823,0.027982087211024954,-0.03349223685309722,0.2900275466528923,-0.0003382567305355577,0.01849551986143952,14,60,normal_or_low_volatility,aggressive,False,high_volatility_range_targeted_optimization,0.18543515126157062,False,True,False,False
