profile_name,fold_id,date,day_rank_ic,candidate_count,prediction_mean,prediction_std,target_mean,target_std,avg_volatility_20d,avg_volatility_5d,avg_turnover_rate,avg_turnover_ratio_10d,avg_amplitude_ratio_5d,selected_count,selected_pred_return_mean,selected_target_return_mean,selected_weighted_target_return,selected_volatility_20d_mean,selected_volatility_5d_mean,selected_turnover_rate_mean,filter_initial_candidates,filter_after_primary_screen,filter_after_risk_filters,filter_after_secondary_screen,filter_fallback_used
walk_forward_default,1,2025-11-26,-0.10591511862962646,300,0.5259081721305847,0.03520209342241287,0.00871248038623854,0.031059058737763434,0.01911507154056696,0.018701012800123654,1.1424560000000001,-0.09702693589271977,-0.12757548712361397,5,0.5760198831558228,0.00929721266981386,0.009310461853267034,0.0149876540368901,0.01256849269484378,1.1384200000000002,300,150,123,123,0
walk_forward_default,1,2025-11-27,-0.09600439116989709,300,0.531356692314148,0.03412351384758949,0.006520541589028746,0.035966486693302074,0.018761714780250502,0.0187267133033879,1.0946293333333335,-0.10221509459272082,-0.10279976250371897,5,0.5785928964614868,0.00290574584463096,0.002928350658810748,0.01693424811011886,0.01343691189994096,1.00908,300,150,125,125,0
walk_forward_default,1,2025-11-28,-0.02361996496873892,300,0.5257070660591125,0.03496861830353737,-0.0024013733862022447,0.033944920706592704,0.018009944409587524,0.013327795217730948,0.956631,-0.16405738453017676,-0.1222449036174351,5,0.567894458770752,-0.0091933471132722,-0.009317217490871908,0.01997459057553542,0.01093319462371464,1.2261999999999997,300,150,125,125,0
walk_forward_default,1,2025-12-01,-0.04506477301392021,300,0.5133730173110962,0.04147486388683319,0.00038376468407220283,0.038252830783501904,0.01834038186217192,0.013839782209492899,1.3700813333333335,0.16998198524121147,0.12580044530885143,5,0.5664666891098022,0.028205742593006185,0.028277148439689863,0.02239877832301066,0.01478294348071652,1.57018,300,150,127,127,0
walk_forward_default,1,2025-12-02,-0.003458751214226022,300,0.5175215601921082,0.039197541773319244,0.005661202111109214,0.03992151511444516,0.018100374163062437,0.014492318122117277,1.0516143333333332,-0.11185102750213266,-0.06256847749070583,5,0.5684673190116882,0.033265433082685224,0.03345034404057302,0.023932936991497157,0.0134208591601921,1.3744,300,150,124,124,0
walk_forward_default,1,2025-12-03,0.20662585876062353,300,0.5251257419586182,0.038969166576862335,0.0013027612796860308,0.04338956684538926,0.018080796727540205,0.0145874845342174,1.0333456666666665,-0.09348647969508539,0.058180799332410625,5,0.5860999822616577,0.026722329817078116,0.02689144252879723,0.024175461203906116,0.015931774611207438,1.5469000000000002,300,150,128,128,0
walk_forward_default,1,2025-12-04,-0.10958868492719595,300,0.5248773097991943,0.03944765031337738,0.00828145668724565,0.034708132070079,0.017528733269125296,0.01459138847816717,0.9536159999999999,-0.15933976437850308,-0.04315944584139579,5,0.5744711756706238,0.02768202820127364,0.02778517744476409,0.02176447440745686,0.015713524446876216,1.12724,300,150,126,126,0
walk_forward_default,1,2025-12-05,0.050298803452844876,300,0.5101590752601624,0.04266808182001114,-0.010352760226929434,0.030426012903726467,0.017632443961958996,0.015720058461574312,1.136266,0.05930147019919658,0.10098138877690864,5,0.5655375719070435,-0.010527335857038678,-0.010213977987808228,0.018735683285351523,0.012865918827273021,0.8488199999999999,300,150,132,132,0
walk_forward_default,1,2025-12-08,0.09314694788223313,300,0.5078993439674377,0.04377947002649307,-0.010410610970843498,0.030725295697685166,0.017131356302736607,0.014569927823218662,1.3106679999999997,0.18464006400761648,0.014389834697719817,5,0.5694891214370728,-0.006515916506364778,-0.006222876138239087,0.01348900321704328,0.01163743169163662,0.55516,300,150,133,133,0
walk_forward_default,1,2025-12-09,0.22866444552967757,300,0.5118383765220642,0.044369254261255264,-0.003435043734788855,0.03266527133140459,0.017293466318454756,0.015384440718267918,1.2065886666666665,0.08159133576899794,0.04719848155822513,5,0.5662187933921814,-0.0018967335846945602,-0.0018603754734355484,0.01629966052445158,0.014532735547040621,0.46033999999999997,300,150,138,138,0
walk_forward_default,1,2025-12-10,0.27249719857115023,300,0.5122830271720886,0.04434456303715706,-0.017189365285409042,0.03171994216929079,0.01732728939728113,0.015322414817281391,1.113572,0.003488237380900066,0.04914587071285898,5,0.5624071955680847,-0.026806983000008316,-0.026695825965381136,0.01396855883849156,0.00942582074621014,0.7702199999999999,300,150,135,135,0
walk_forward_default,1,2025-12-11,-0.00473827697564552,300,0.5207663178443909,0.03586900606751442,0.003085779766843833,0.030402554949865674,0.01709527716632968,0.01653756970706329,1.1498650000000001,0.006446660323665321,-0.018292788530149668,5,0.5652371644973755,-0.013039155999386163,-0.012969861531133789,0.01973595683078736,0.01408025553174086,1.4251999999999998,300,150,141,141,0
walk_forward_default,1,2025-12-12,0.0077810479684307125,300,0.5090905427932739,0.03983191400766373,0.004651272005405372,0.03156637006334862,0.01707322427643059,0.016338855980298134,1.521232,0.32729893356472667,0.05856792372564807,5,0.5538519024848938,-0.019158292539891243,-0.019158150073477424,0.018158215765798742,0.01609302254594546,1.3005200000000001,300,150,134,134,0
walk_forward_default,1,2025-12-15,-0.08346511286837767,300,0.520451545715332,0.035300880670547485,0.011829457204146403,0.028073440898795383,0.017042288086081273,0.01646634507036446,1.1119556666666668,0.024838715852401154,0.017162847379197536,5,0.575943112373352,0.00925976810377022,0.009076979769245624,0.01931458552811114,0.01884889565875094,1.33078,300,150,129,129,0
walk_forward_default,1,2025-12-16,-0.14589622762064988,300,0.5285435318946838,0.03470510244369507,0.024027699264438693,0.03400513898864527,0.017107301505233444,0.01569125873927123,1.06,-0.03901752293148546,0.02185250112620552,5,0.5788072347640991,0.03662429872380526,0.03674158922959784,0.02014987825624966,0.01746594898162862,1.0709600000000001,300,150,128,128,0
walk_forward_default,1,2025-12-17,-0.20454843439904485,300,0.5162925124168396,0.04195630922913551,0.010355534205921592,0.03175107683161553,0.017425952487658544,0.017906844628086418,1.2049869999999998,0.024401840260924602,0.11253557015319965,5,0.5690466165542603,0.009515400169229919,0.009304720324901926,0.013357277221268043,0.01415496018859134,0.61658,300,150,137,137,0
walk_forward_default,1,2025-12-18,-0.3022943457836436,300,0.513611376285553,0.03673792630434036,0.01254255124427176,0.034601783063980526,0.01760736589021496,0.01822468083466554,1.03295,-0.11811322758802319,-0.09299740582007751,5,0.5598360300064087,0.0006925781521107787,0.0006695930254526424,0.01786202093284988,0.01688224342231626,1.0698,300,150,135,135,0
walk_forward_default,1,2025-12-19,-0.28506227593629463,300,0.5121604204177856,0.03586947172880173,0.010579364103854507,0.03108332780394971,0.016586415326238578,0.01767057277368517,1.0229393333333334,-0.09151486147993973,-0.1499629391055532,5,0.5665391087532043,-0.0189194310009694,-0.018912227800896565,0.016425704832139298,0.01331661903966678,0.8485199999999999,300,150,135,135,0
walk_forward_default,1,2025-12-22,-0.17831013648585312,300,0.5108166337013245,0.0387391671538353,0.00919718229875747,0.030331154881364102,0.016459736621203813,0.01765937754480341,1.1374786666666667,-0.02706918781511863,-0.1634708142094632,5,0.5574490427970886,-0.008357499253649439,-0.008348629947448422,0.01622547184833926,0.014776083620687197,1.1073,300,150,134,134,0
walk_forward_default,1,2025-12-23,0.059107454766209495,300,0.5124296545982361,0.0393352173268795,0.003144522464302042,0.032358813843205894,0.01640231034694084,0.01609344682639573,1.1380130000000002,-0.05962272911656777,-0.0812935721922639,5,0.5659376382827759,-0.00196829918231796,-0.001891809142024481,0.01093234074918668,0.011725005222066879,0.8579000000000001,300,150,137,137,0
walk_forward_default,2,2025-12-24,0.0998652757576693,300,0.5074048638343811,0.029822861775755882,0.00606538872851417,0.03845648214144239,0.016363377161002817,0.014393885538216982,1.0740859999999999,-0.09776651597990377,-0.04296585117611646,5,0.554830014705658,0.011568243120837981,0.011977556514406216,0.020618975648294218,0.019596469943226818,1.0524799999999999,300,150,119,119,0
walk_forward_default,2,2025-12-25,0.11427796815096865,300,0.5087577104568481,0.03113468363881111,0.003871352416146328,0.044703109683730605,0.016386566135321363,0.012725525098743355,1.0173476666666665,-0.131630679215162,-0.04821482592182505,5,0.5642245411872864,0.012733095998340499,0.012239158478432577,0.02080723277141046,0.01664076292472762,1.62456,300,150,110,110,0
walk_forward_default,2,2025-12-26,0.0824317657570803,300,0.515908420085907,0.030356811359524727,0.0126830118435943,0.04242121361040814,0.016576735782078425,0.013278470352114127,1.2218666666666669,0.04161165876567396,0.019856417997802633,5,0.5693564414978027,0.033346523333775656,0.03309523042340817,0.02152746915052204,0.02412582177728638,1.1010399999999998,300,150,118,118,0
walk_forward_default,2,2025-12-29,0.13572003182298165,300,0.5218031406402588,0.03279365971684456,0.03917745650931038,0.05723904614402613,0.016344185616546596,0.01381918786061524,1.2509173333333334,0.16165963153508286,0.1635105863561209,5,0.5808494687080383,0.0665801925832188,0.06694289661759785,0.02079621860000998,0.021066788346505477,0.9011800000000001,300,150,114,114,0
walk_forward_default,2,2025-12-30,0.11476177058047138,300,0.5190221667289734,0.03341076523065567,0.026689577712601244,0.0458021263660803,0.016334457060677845,0.013902580079154988,1.1809243333333335,0.06503439256892521,0.07534027822597046,5,0.5873381495475769,0.08743085717058904,0.08764908724221354,0.021135730864752397,0.01959202371724526,1.51004,300,150,117,117,0
walk_forward_default,2,2025-12-31,0.015425949177213079,300,0.5205482244491577,0.03289838135242462,0.024189052117084178,0.04506768819642486,0.016237988360535513,0.01379137516081539,1.1240283333333332,-0.006686061116542093,-0.017284237031158767,5,0.5804063081741333,0.0390036339710292,0.03987120127522869,0.02358201798451478,0.02459155067000366,1.45952,300,150,120,120,0
walk_forward_default,2,2026-01-05,0.03537865462802285,300,0.5296182632446289,0.03612622618675232,0.023115493570726002,0.05200323921265843,0.017011532791346914,0.017385912919626326,1.5549230000000003,0.39160799731300344,0.18984935382052254,5,0.5895667672157288,0.023916605368681898,0.024305388713769388,0.0244313098585275,0.03604872396778694,1.8028,300,150,119,119,0
walk_forward_default,2,2026-01-06,-0.14856227671263486,300,0.530930757522583,0.0383169949054718,0.016985096506980723,0.06591074959086161,0.01756305244469245,0.01897887582677838,1.8109603333333333,0.5093701501843174,0.1807023783812529,5,0.5882020592689514,-0.04353242673982692,-0.04372193665499458,0.02178611146164766,0.02949282470521636,1.7675600000000002,300,150,116,116,0
walk_forward_default,2,2026-01-07,-0.11239527638174039,300,0.5326068997383118,0.038032907992601395,0.013646290137306491,0.05472992216133571,0.01766223918884031,0.018663148699987368,1.673163,0.28693228029399115,0.008610684912580248,5,0.5854543447494507,0.00920714837742046,0.009106215830612883,0.022143487109093602,0.02451376603136684,3.5004199999999996,300,150,115,115,0
walk_forward_default,2,2026-01-08,0.12158859719404076,300,0.532809317111969,0.03633873164653778,0.006700512973278615,0.056473702509086905,0.017594093301295535,0.019257467547799213,1.5588703333333334,0.173583561856679,-0.006849595030264683,5,0.5878866910934448,-0.022168400834258563,-0.02214507513454794,0.023118597025897282,0.02718942322967028,2.05882,300,150,118,118,0
