profile_name,prediction_source,weighting_scheme,sort_strategy,top_k,enable_risk_filters,allow_cash_fallback,max_volatility_20d_pct,max_volatility_5d_pct,turnover_rate_lower_pct,turnover_rate_upper_pct,turnover_ratio_upper_pct,risk_penalty_weight,transaction_cost,max_turnover,rerank_signal_column,rerank_signal_weight,secondary_candidate_size,secondary_screen_mode,periods,cumulative_return_before_cost,cumulative_return_after_cost,mean_period_return_before_cost,mean_period_return_after_cost,return_volatility_before_cost,return_volatility_after_cost,max_drawdown_before_cost,max_drawdown_after_cost,sharpe_before_cost,sharpe_after_cost,win_rate_before_cost,win_rate_after_cost,avg_selected_count,avg_signal_count,avg_cash_weight,avg_turnover,avg_desired_turnover,avg_execution_strength,total_transaction_cost
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,0.95,0.03,0.97,0.95,0.1,0.001,0.8,,0.0,20,quality_layer,60,0.33716020739316654,0.2755994483477784,0.004910112804702186,0.004121185351917509,0.010636771809536715,0.010642698541425204,-0.040439161370306564,-0.04583150814884307,3.3287662465022114,2.792364181733149,0.6333333333333333,0.5833333333333334,5.0,5.0,0.0033333333338276742,0.7889274527846767,1.3940388071101077,0.6083595444357126,0.04733564716708061
