label,primary_candidate_size,max_volatility_20d_pct,max_volatility_5d_pct,secondary_candidate_size,score_self_case_slice,cumulative_return_after_cost,sharpe_after_cost,max_drawdown_after_cost,avg_turnover,delta_case_slice_score,delta_cumulative_return_after_cost,delta_sharpe_after_cost,delta_max_drawdown_after_cost
cs35_v2088_v597_ss15,35,0.88,0.97,15,-0.05253897310189442,0.8065881815522435,3.1051806320675097,-0.0588211571690289,0.7275863319337653,-0.036703931536803985,-0.1289834378802205,-0.5243446527419877,-0.0159275290817031
cs35_v2088_v597_ss20,35,0.88,0.97,20,-0.05253897310189442,0.8065881815522435,3.1051806320675097,-0.0588211571690289,0.7275863319337653,-0.036703931536803985,-0.1289834378802205,-0.5243446527419877,-0.0159275290817031
cs40_v2084_v595_ss0,40,0.84,0.95,0,-0.020249779953845127,0.9080443039763066,3.68466460559378,-0.049397842351526,0.7764932916583018,-0.004414738388754693,-0.027527315456157386,0.05513932078428274,-0.006504214264200198
cs40_v2084_v595_ss15,40,0.84,0.95,15,-0.020249779953845127,0.9080443039763066,3.68466460559378,-0.049397842351526,0.7764932916583018,-0.004414738388754693,-0.027527315456157386,0.05513932078428274,-0.006504214264200198
cs40_v2084_v595_ss20,40,0.84,0.95,20,-0.020249779953845127,0.9080443039763066,3.68466460559378,-0.049397842351526,0.7764932916583018,-0.004414738388754693,-0.027527315456157386,0.05513932078428274,-0.006504214264200198
cs40_v2084_v596_ss0,40,0.84,0.96,0,-0.020249779953845127,0.9080443039763066,3.68466460559378,-0.049397842351526,0.7764932916583018,-0.004414738388754693,-0.027527315456157386,0.05513932078428274,-0.006504214264200198
cs40_v2084_v596_ss15,40,0.84,0.96,15,-0.020249779953845127,0.9080443039763066,3.68466460559378,-0.049397842351526,0.7764932916583018,-0.004414738388754693,-0.027527315456157386,0.05513932078428274,-0.006504214264200198
cs40_v2084_v596_ss20,40,0.84,0.96,20,-0.020249779953845127,0.9080443039763066,3.68466460559378,-0.049397842351526,0.7764932916583018,-0.004414738388754693,-0.027527315456157386,0.05513932078428274,-0.006504214264200198
cs40_v2084_v597_ss0,40,0.84,0.97,0,-0.020249779953845127,0.9080443039763066,3.68466460559378,-0.049397842351526,0.7764932916583018,-0.004414738388754693,-0.027527315456157386,0.05513932078428274,-0.006504214264200198
cs40_v2084_v597_ss15,40,0.84,0.97,15,-0.020249779953845127,0.9080443039763066,3.68466460559378,-0.049397842351526,0.7764932916583018,-0.004414738388754693,-0.027527315456157386,0.05513932078428274,-0.006504214264200198
cs40_v2084_v597_ss20,40,0.84,0.97,20,-0.020249779953845127,0.9080443039763066,3.68466460559378,-0.049397842351526,0.7764932916583018,-0.004414738388754693,-0.027527315456157386,0.05513932078428274,-0.006504214264200198
cs40_v2086_v595_ss0,40,0.86,0.95,0,-0.020249779953845127,0.935571619432464,3.6295252848094974,-0.0428936280873258,0.7612811507926904,-0.004414738388754693,0.0,0.0,0.0
cs40_v2086_v595_ss15,40,0.86,0.95,15,-0.020249779953845127,0.935571619432464,3.6295252848094974,-0.0428936280873258,0.7612811507926904,-0.004414738388754693,0.0,0.0,0.0
cs40_v2086_v595_ss20,40,0.86,0.95,20,-0.020249779953845127,0.935571619432464,3.6295252848094974,-0.0428936280873258,0.7612811507926904,-0.004414738388754693,0.0,0.0,0.0
cs40_v2086_v596_ss0,40,0.86,0.96,0,-0.020249779953845127,0.935571619432464,3.6295252848094974,-0.0428936280873258,0.7612811507926904,-0.004414738388754693,0.0,0.0,0.0
cs40_v2086_v596_ss15,40,0.86,0.96,15,-0.020249779953845127,0.935571619432464,3.6295252848094974,-0.0428936280873258,0.7612811507926904,-0.004414738388754693,0.0,0.0,0.0
