profile_name,prediction_source,weighting_scheme,sort_strategy,top_k,enable_risk_filters,allow_cash_fallback,max_volatility_20d_pct,max_volatility_5d_pct,turnover_rate_lower_pct,turnover_rate_upper_pct,turnover_ratio_upper_pct,risk_penalty_weight,transaction_cost,max_turnover,rerank_signal_column,rerank_signal_weight,secondary_candidate_size,secondary_screen_mode,periods,cumulative_return_before_cost,cumulative_return_after_cost,mean_period_return_before_cost,mean_period_return_after_cost,return_volatility_before_cost,return_volatility_after_cost,max_drawdown_before_cost,max_drawdown_after_cost,sharpe_before_cost,sharpe_after_cost,win_rate_before_cost,win_rate_after_cost,avg_selected_count,avg_signal_count,avg_cash_weight,avg_turnover,avg_desired_turnover,avg_execution_strength,total_transaction_cost
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.87,0.96,0.03,0.97,0.95,0.1,0.001,0.8,,0.0,20,quality_layer,60,0.45273432380150314,0.38547000311680524,0.0063126699021568205,0.005517980773938893,0.011836674307729137,0.011837513924447972,-0.045797585780700034,-0.05040443569802666,3.845785467366008,3.361408948608935,0.65,0.6333333333333333,5.0,5.0,0.003333333333925385,0.7946891282179298,1.3541094435947632,0.6327907760157593,0.04768134769307581
