profile_name,prediction_source,weighting_scheme,weight_blend_alpha,max_single_weight_param,sort_strategy,top_k,enable_risk_filters,allow_cash_fallback,max_volatility_20d_pct,max_volatility_5d_pct,turnover_rate_lower_pct,turnover_rate_upper_pct,turnover_ratio_upper_pct,risk_penalty_weight,transaction_cost,max_turnover,rerank_signal_column,rerank_signal_weight,secondary_candidate_size,secondary_screen_mode,secondary_screen_weight,local_tiebreak_start_rank,local_tiebreak_end_rank,periods,cumulative_return_before_cost,cumulative_return_after_cost,mean_period_return_before_cost,mean_period_return_after_cost,return_volatility_before_cost,return_volatility_after_cost,max_drawdown_before_cost,max_drawdown_after_cost,sharpe_before_cost,sharpe_after_cost,win_rate_before_cost,win_rate_after_cost,avg_selected_count,avg_signal_count,avg_cash_weight,avg_max_single_weight,max_single_weight_observed,avg_top2_weight_sum,avg_max_single_contribution_share,max_single_contribution_share,avg_turnover,avg_desired_turnover,avg_execution_strength,total_transaction_cost
market_regime_analysis,walk_forward_predictions,pred,1.0,0.18,risk_adjusted,5,True,False,0.86,1.0,0.03,0.97,0.95,-0.3,0.001,1.0,,0.0,0,none,0.0,8,15,60,1.2043210083597655,1.085936213182149,0.01351433992804001,0.012583203133891604,0.022794369296332072,0.02281327358717764,-0.08272353088491391,-0.08706424521069267,4.275322991493287,3.977454961512014,0.7333333333333333,0.7166666666666667,5.0,5.0,0.10000000000040724,0.16933829780115717,0.18,0.32406533893963796,0.46594394934208583,0.8760811024969751,0.9311367941484036,1.1977761258342536,0.8177892720007556,0.055868207648904204
