fold_id,case_type,feature,sample_count,case_mean,case_median,fold_mean,fold_median,fold_std,z_gap_vs_fold
1,missed_winners,close_position_20d,98,0.47345556876264655,0.43042239637020563,0.38057865749293807,0.322021527042387,0.2736823525612496,0.3393602488451381
1,false_positives,close_position_20d,98,0.34227135383097124,0.30508932187357973,0.38057865749293807,0.322021527042387,0.2736823525612496,-0.13996994436604648
1,missed_winners,overheat_score,98,0.4884344799536689,0.2902164198992375,0.3745193703566892,0.16582098261406153,0.532666052202093,0.21385839988496286
1,false_positives,overheat_score,98,0.20116652143983751,0.09234460780351944,0.3745193703566892,0.16582098261406153,0.532666052202093,-0.3254437713839548
1,missed_winners,reversal_risk_score,98,0.6232436452308516,0.5351110103399963,0.4444503833271768,0.3804739583333333,0.31292037139370366,0.5713698379794022
1,false_positives,reversal_risk_score,98,0.3926805468928249,0.3778771550993171,0.4444503833271768,0.3804739583333333,0.31292037139370366,-0.16544092736364935
1,missed_winners,volume_ratio_10d,98,0.017539183001165894,-0.0460854383976842,-0.008572148478377098,-0.09760102502015375,0.3872192693510573,0.06743293411844689
1,false_positives,volume_ratio_10d,98,-0.16722338105172538,-0.1830495158444942,-0.008572148478377098,-0.09760102502015375,0.3872192693510573,-0.40971936349973664
1,missed_winners,turnover_ratio_5d,98,0.005285653765474614,-0.041269840392982496,-0.00840823629626389,-0.06610553752686299,0.309675172411993,0.044220174175022664
1,false_positives,turnover_ratio_5d,98,-0.09019176296320448,-0.08450546951327664,-0.00840823629626389,-0.06610553752686299,0.309675172411993,-0.2640945544001683
1,missed_winners,turnover_ratio_10d,98,0.01666966599190209,-0.046102586791920544,-0.009066248646141648,-0.0978887030173228,0.38741735280559064,0.06642943185603314
1,false_positives,turnover_ratio_10d,98,-0.1681207458318527,-0.18301388009518743,-0.009066248646141648,-0.0978887030173228,0.38741735280559064,-0.41055078208003243
1,missed_winners,amplitude_ratio_5d,98,-0.014836926547229647,-0.0757340532998322,-0.017927496683157587,-0.0707330905492014,0.3429821877461594,0.009010876501304686
1,false_positives,amplitude_ratio_5d,98,-0.0394977288060025,-0.033999836068559705,-0.017927496683157587,-0.0707330905492014,0.3429821877461594,-0.06289024005762366
1,missed_winners,crowding_risk_5d,98,1.1660773849054873,1.0086653229052298,1.158250110861295,0.961014454358402,0.7039729699735264,0.011118713896765962
1,false_positives,crowding_risk_5d,98,0.9049199481218394,0.8460160946712421,1.158250110861295,0.961014454358402,0.7039729699735264,-0.3598577978767883
1,missed_winners,crowding_reversal_risk_5d,98,0.4716038256540483,0.40039868946697016,0.5443759035494448,0.48960711187011907,0.4227690202825684,-0.1721320021196383
1,false_positives,crowding_reversal_risk_5d,98,0.5543002550146605,0.4832567986960335,0.5443759035494448,0.48960711187011907,0.4227690202825684,0.023474642154674815
1,missed_winners,distance_to_20d_high,98,-0.08612967212636327,-0.0796144905838782,-0.07157883596634079,-0.0619916568940153,0.05215151749433073,-0.2790107912316121
