fold_id,dates,avg_pred_top5_return,avg_true_top5_return,avg_top5_hit_rate,total_pred_top5_not_true_top5,total_true_top5_missed,bad_pred_top5_count,avg_false_positive_return,avg_false_negative_return
1,20,0.004074555502322908,0.12832479587377005,0.02,98,98,45,0.0015825211827522525,0.12836848074545346
3,20,0.003244139174538214,0.18286632447085466,0.030000000000000006,97,97,48,-0.0012539591844004374,0.18392355143035877
