fold_id,case_type,feature,sample_count,case_mean,case_median,fold_mean,fold_std,z_gap_vs_fold
3,pred_top5_not_true_top5,crowding_risk_5d,97,1.2222727086108955,1.0097908753174516,1.177868527446515,0.6883806912835514,0.06450526827181144
3,top5_overlap,crowding_risk_5d,3,1.1705118005460768,1.1236596541144026,1.177868527446515,0.6883806912835514,-0.01068700356298618
3,true_top5_missed,crowding_risk_5d,97,1.1333189652631512,0.989518021798556,1.177868527446515,0.6883806912835514,-0.06471646103306138
3,pred_top5_not_true_top5,crowding_reversal_risk_5d,97,0.6417604359111108,0.5455408402922337,0.5512257021954486,0.4220270188752528,0.21452354865085863
3,top5_overlap,crowding_reversal_risk_5d,3,0.7887498432046446,0.9368965327309132,0.5512257021954486,0.4220270188752528,0.5628173798972
3,true_top5_missed,crowding_reversal_risk_5d,97,0.3644817050713542,0.2186288054921358,0.5512257021954486,0.4220270188752528,-0.44249298924459196
3,pred_top5_not_true_top5,volume_price_divergence_5d,97,-0.016701030927835054,0.0,-1.3322676295501879e-18,0.32808055413267095,-0.050905275297363106
3,top5_overlap,volume_price_divergence_5d,3,-0.06777777777777781,-0.06,-1.3322676295501879e-18,0.32808055413267095,-0.20658882985905186
3,true_top5_missed,volume_price_divergence_5d,97,0.07529209621993127,0.0599999999999999,-1.3322676295501879e-18,0.32808055413267095,0.2294927122973715
3,pred_top5_not_true_top5,distance_to_20d_high,97,-0.13685190491559826,-0.1275699013157895,-0.07962515886066299,0.058991645504303074,-0.9700822136036354
3,top5_overlap,distance_to_20d_high,3,-0.21305088529974583,-0.2375847457627119,-0.07962515886066299,0.058991645504303074,-2.2617732612552786
3,true_top5_missed,distance_to_20d_high,97,-0.06461061080833473,-0.0679304897314375,-0.07962515886066299,0.058991645504303074,0.2545199057251766
3,pred_top5_not_true_top5,rebound_from_10d_low,97,0.10455731443018981,0.0884259466225581,0.05344194583155146,0.06890391331047124,0.7418354944271418
3,top5_overlap,rebound_from_10d_low,3,0.06270435962941177,0.0206500956022943,0.05344194583155146,0.06890391331047124,0.13442507620902744
3,true_top5_missed,rebound_from_10d_low,97,0.1295643909287372,0.1100818094321463,0.05344194583155146,0.06890391331047124,1.104762290556544
