label,feature_set,feature_count,rank_ic_mean,top5_mean_return_mean,cumulative_return_after_cost,sharpe_after_cost,max_drawdown_after_cost,avg_turnover,score_self_case_slice
current_refined_default,base,16,0.00858413563307822,0.017534048047474538,0.8441553414974963,3.308486234105885,-0.0435327490891476,0.7024148071951515,-0.03873912619019163
alpha_v3_rs_crowding,base_alpha_v3_rs_crowding,26,0.03492090494392509,0.00903652957165786,0.3641147125672075,1.9245069956203464,-0.1045067741007232,0.7837525148893891,-0.0029852761023270173
