rmse,mae,rank_ic,top5_mean_return,fold_id,train_rows,valid_rows,train_sequence_rows,valid_sequence_rows,train_date_start,train_date_end,valid_date_start,valid_date_end
0.4985133662954789,0.4963710254715397,-0.047401967764896254,0.003891507377751948,1,137090,6000,131390,6000,2024-01-02,2025-11-25,2025-11-26,2025-12-23
0.49454039579300724,0.49117721112690244,0.1086066788501889,0.02122786865148397,2,143090,6000,137390,6000,2024-01-02,2025-12-23,2025-12-24,2026-01-22
0.5178631683811554,0.5144483883266642,0.03525733846602881,0.007675807777377544,3,149090,6000,143390,6000,2024-01-02,2026-01-22,2026-01-23,2026-02-27
