label,feature_set,feature_count,rank_ic_mean,top5_mean_return_mean,cumulative_return_after_cost,sharpe_after_cost,max_drawdown_after_cost,avg_turnover,score_self_case_slice
current_refined_default,base,16,0.00858413563307822,0.017534048047474538,0.8441553414974963,3.308486234105885,-0.0435327490891476,0.7024148071951515,-0.03873912619019163
alpha_v3_rs_crowding_mini4,base_alpha_v3_rs_crowding_mini4,20,0.01168002338745768,0.010118703963325768,0.935571619432464,3.6295252848094974,-0.0428936280873258,0.7612811507926904,-0.015835041565090434
