profile_name,date,regime,is_high_volatility_range,active_config,selected_count,gross_return,transaction_cost,net_return,turnover,desired_turnover,execution_strength,net_value_before_cost,net_value_after_cost,selected_stock_ids,selected_weights,selected_target_returns,filter_after_risk_filters,drawdown_after_cost
regime_switch,2025-11-26,normal_or_low_volatility,0,aggressive,5,0.00929721266981386,0.001,0.008297212669813859,1.0,1.0,1.0,1.0092972126698139,1.0082972126698138,"000001,000895,600000,600938,300803","0.200000,0.200000,0.200000,0.200000,0.200000","-0.001715,0.020030,0.000000,0.028336,-0.000164",150,0.0
regime_switch,2025-11-27,normal_or_low_volatility,0,aggressive,5,0.001678717079128642,0.001,0.0006787170791286419,1.0,1.6,0.625,1.0109915371386395,1.0089815612088906,"300803,600415,600048,688082,601728","0.200000,0.125000,0.125000,0.125000,0.125000","-0.001832,0.022054,-0.042963,0.013635,0.023634",151,0.0
regime_switch,2025-11-28,normal_or_low_volatility,0,aggressive,5,-0.006200590182431727,0.001,-0.007200590182431727,1.0,1.6,0.625,1.0047227929389362,1.0017162984849952,"688012,300347,300803,600050,600196","0.125000,0.125000,0.200000,0.125000,0.125000","0.018676,-0.041569,-0.007689,-0.011091,-0.003319",147,-0.007200590182431688
regime_switch,2025-12-01,normal_or_low_volatility,0,aggressive,5,0.022271208914265622,0.0009999999999999998,0.02127120891426562,0.9999999999999999,1.00625,0.9937888198757763,1.0270991841614037,1.0230240151428944,"300408,688012,688082,300803,300347","0.198758,0.199534,0.199049,0.200000,0.199534","0.014282,0.042137,0.008698,0.064602,-0.018178",153,0.0
regime_switch,2025-12-02,normal_or_low_volatility,0,aggressive,5,0.036205633001593844,0.00040434782608695654,0.03580128517550689,0.4043478260869565,0.4043478260869565,1.0,1.064285960279388,1.0596495896504174,"300347,688012,300803,300408,002074","0.200000,0.200000,0.200000,0.200000,0.200000","0.012695,0.045554,0.056777,0.058503,0.007499",151,0.0
regime_switch,2025-12-03,normal_or_low_volatility,0,aggressive,5,0.026722329817078116,0.0007999999999999999,0.025922329817078118,0.7999999999999999,0.7999999999999999,1.0,1.0927261607296592,1.087118175803867,"002459,300803,688012,600515,002074","0.200000,0.200000,0.200000,0.200000,0.200000","0.000000,0.056218,0.062720,-0.016461,0.031135",155,0.0
regime_switch,2025-12-04,normal_or_low_volatility,0,aggressive,5,0.027682028201273648,0.0008,0.02688202820127365,0.8,0.8,1.0,1.1229750371272473,1.1163421172639438,"600515,300803,002493,002074,600547","0.200000,0.200000,0.200000,0.200000,0.200000","0.081250,0.053582,-0.016649,0.022199,-0.001971",152,0.0
regime_switch,2025-12-05,normal_or_low_volatility,0,aggressive,5,-0.00903571950078762,0.001,-0.010035719500787622,1.0,1.2000000000000002,0.8333333333333333,1.112828149685379,1.1051388209081676,"002916,600515,601298,601838,002493","0.166667,0.200000,0.166667,0.166667,0.200000","0.015684,0.018634,-0.003472,-0.028909,-0.049898",160,-0.010035719500787521
regime_switch,2025-12-08,normal_or_low_volatility,0,aggressive,5,-0.001891829854838668,0.001,-0.002891829854838668,1.0,1.2666666666666668,0.7894736842105262,1.110722868168499,1.101942947472124,"600938,601298,600027,600741,002493","0.157895,0.192982,0.157895,0.157895,0.200000","0.003180,0.012821,0.009634,0.008101,-0.038342",162,-0.012898527762359113
regime_switch,2025-12-09,normal_or_low_volatility,0,aggressive,5,0.011749395075038981,0.0006666666666666668,0.011082728408372315,0.6666666666666667,0.6666666666666667,1.0,1.1237731899654912,1.1141554818804789,"000333,600938,600027,600741,601298","0.200000,0.200000,0.200000,0.200000,0.200000","0.003376,-0.000709,0.017308,0.018936,0.019837",165,-0.0019587502340449037
regime_switch,2025-12-10,normal_or_low_volatility,0,aggressive,5,-0.010315589222200817,0.001,-0.011315589222200818,1.0,1.2000000000000002,0.8333333333333333,1.112180807358885,1.1015481561178562,"600027,601059,002236,600741,601995","0.200000,0.166667,0.166667,0.200000,0.166667","-0.003824,0.000000,-0.045789,-0.009596,0.000000",161,-0.013252175043208414
regime_switch,2025-12-11,normal_or_low_volatility,0,aggressive,5,-0.00543711189748443,0.001,-0.00643711189748443,1.0,2.0,0.5,1.1061337558590403,1.094457367376458,"300347,600584,002459,002049,600460","0.100000,0.100000,0.100000,0.100000,0.100000","0.010282,-0.022515,-0.005381,-0.020258,-0.016499",167,-0.019603981207054644
regime_switch,2025-12-12,normal_or_low_volatility,0,aggressive,5,-0.014453610387333959,0.001,-0.01545361038733396,1.0,1.4,0.7142857142857143,1.0901461295155754,1.077544049635475,"002459,600460,600150,300014,600584","0.171429,0.171429,0.142857,0.142857,0.171429","-0.005396,-0.007543,-0.043083,-0.025789,-0.013980",160,-0.03475463930677414
regime_switch,2025-12-15,normal_or_low_volatility,0,aggressive,5,0.0010732552852225758,0.001,7.325528522257574e-05,1.0,1.6571428571428573,0.603448275862069,1.091316134610743,1.0776229854321708,"300014,300316,300124,002049,600276","0.177340,0.120690,0.120690,0.132020,0.120690","-0.004783,0.009233,0.000975,0.013711,-0.009286",153,-0.03468392998256675
regime_switch,2025-12-16,normal_or_low_volatility,0,aggressive,5,0.02760711827475845,0.001,0.026607118274758448,1.0,1.3960591133004927,0.7163020465772759,1.121444228214094,1.106295427661163,"601899,600482,600150,300014,002459","0.143260,0.143260,0.159332,0.193571,0.162546","0.082160,0.043456,0.015300,0.010095,0.032110",151,-0.008999651135087938
regime_switch,2025-12-17,normal_or_low_volatility,0,aggressive,5,0.00894701002270374,0.001,0.007947010022703739,1.0,1.7070505577939934,0.585805731080567,1.1314778009638289,1.1150871685128576,"600795,003816,601899,600027,600023","0.117161,0.117161,0.176499,0.118492,0.117161","-0.003373,0.000000,0.055465,-0.005703,0.001949",164,-0.0011241614301554792
regime_switch,2025-12-18,normal_or_low_volatility,0,aggressive,5,0.0035946449239490945,0.001,0.0025946449239490944,1.0,1.412680134132519,0.7078743275554501,1.1355450618976246,1.1179804237744002,"601899,601689,000725,003816,688111","0.193135,0.141575,0.141575,0.175801,0.141575","0.037289,0.003188,-0.016990,0.000000,-0.011677",162,0.0
regime_switch,2025-12-19,normal_or_low_volatility,0,aggressive,5,-0.013000285961547967,0.0009999999999999998,-0.014000285961547966,0.9999999999999999,1.43370053795564,0.6974957276823878,1.1207826513707317,1.102328378142146,"688111,000100,600803,000725,000651","0.182326,0.139499,0.139499,0.182326,0.139499","0.000000,-0.026201,-0.051085,-0.007335,-0.006320",158,-0.014000285961548009
regime_switch,2025-12-22,normal_or_low_volatility,0,aggressive,5,-0.0015391081849650094,0.0010000000000000002,-0.0025391081849650094,1.0000000000000002,1.7210017089270448,0.581056947714159,1.1190576456184402,1.0995294471346861,"000100,601211,000001,300628,600999","0.174654,0.116211,0.116211,0.116211,0.116211","-0.008909,-0.003844,0.001736,0.005233,-0.002980",160,-0.01650384590583609
regime_switch,2025-12-23,normal_or_low_volatility,0,aggressive,5,0.00011168865120680688,0.001,-0.0008883113487931931,1.0,1.650692825269699,0.6058062315964902,1.119182631657502,1.0985527226484642,"600803,300628,600887,300999,601117","0.144199,0.166971,0.121161,0.121161,0.121161","0.003375,0.003860,-0.001736,-0.002762,-0.003916",164,-0.017377496701012407
regime_switch,2025-12-24,normal_or_low_volatility,0,aggressive,5,0.004274804790232673,0.0010000000000000002,0.003274804790232673,1.0000000000000002,1.9999999999999998,0.5000000000000001,1.1239669189324566,1.1021502683669164,"000408,600309,000792,601336,601318","0.100000,0.100000,0.100000,0.100000,0.100000","0.060223,-0.003762,0.002865,-0.013390,-0.003188",144,-0.014159599820218527
regime_switch,2025-12-25,normal_or_low_volatility,0,aggressive,5,0.007423762047088837,0.001,0.006423762047088837,1.0,1.5929273459216744,0.6277750222320377,1.1323109818874109,1.1092302194310406,"601601,601318,601689,603986,600309","0.125555,0.162778,0.126871,0.125555,0.162778","-0.002588,-0.017604,0.072178,0.001448,0.007833",136,-0.007826795673056774
regime_switch,2025-12-26,normal_or_low_volatility,0,aggressive,5,0.0214305016403356,0.0009999999999999998,0.0204305016403356,0.9999999999999999,1.7488899911071847,0.5717912533577492,1.156576974242119,1.1318923492486364,"000301,002493,600893,600426,601601","0.114358,0.114358,0.114358,0.114358,0.168122","0.000000,0.049046,-0.004968,0.019206,0.084423",143,0.0
regime_switch,2025-12-29,normal_or_low_volatility,0,aggressive,5,0.0646297537909948,0.001,0.0636297537909948,1.0,1.403161496896692,0.7126763399734487,1.231326259327721,1.2039143807492378,"000408,601111,600115,601601,002493","0.147115,0.142535,0.142535,0.190841,0.175393","0.128303,0.013187,0.079505,0.114103,0.061388",136,0.0
regime_switch,2025-12-30,normal_or_low_volatility,0,aggressive,5,0.06986312263678238,0.001,0.06886312263678238,1.0,1.441598751288334,0.693674296753043,1.317350556789024,1.2868196843949586,"601318,601601,600426,603986,600309","0.144870,0.197194,0.148800,0.143467,0.144870","0.066735,0.125298,0.042540,0.135915,0.066667",141,0.0
regime_switch,2025-12-31,normal_or_low_volatility,0,aggressive,5,0.03744171965523278,0.001,0.03644171965523278,1.0,1.498156631071758,0.6674869498021816,1.3666744270239835,1.3337136065805146,"603799,601601,688981,002493,601688","0.133497,0.199067,0.133497,0.151362,0.133497","0.081905,0.113208,0.018212,0.000854,0.010571",141,0.0
