profile_name,prediction_source,weighting_scheme,sort_strategy,top_k,enable_risk_filters,allow_cash_fallback,max_volatility_20d_pct,max_volatility_5d_pct,turnover_rate_lower_pct,turnover_rate_upper_pct,turnover_ratio_upper_pct,risk_penalty_weight,transaction_cost,max_turnover,rerank_signal_column,rerank_signal_weight,secondary_candidate_size,secondary_screen_mode,periods,cumulative_return_before_cost,cumulative_return_after_cost,mean_period_return_before_cost,mean_period_return_after_cost,return_volatility_before_cost,return_volatility_after_cost,max_drawdown_before_cost,max_drawdown_after_cost,sharpe_before_cost,sharpe_after_cost,win_rate_before_cost,win_rate_after_cost,avg_selected_count,avg_signal_count,avg_cash_weight,avg_turnover,avg_desired_turnover,avg_execution_strength,total_transaction_cost
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.87,0.96,0.03,0.97,0.95,0.1,0.001,0.8,,0.0,0,none,60,0.9495424180704306,0.863892371783815,0.01144031644956291,0.010684303766289061,0.022750731565708598,0.022781788887548827,-0.038256361128831795,-0.042893628087325664,3.6261381263542214,3.3818946582410394,0.6333333333333333,0.6333333333333333,5.0,5.0,0.0033333333336600266,0.7560126832738452,1.0966624590176584,0.7540463661271274,0.045360760996430737
