rmse,mae,rank_ic,top5_mean_return,fold_id,train_rows,valid_rows,train_sequence_rows,valid_sequence_rows,train_date_start,train_date_end,valid_date_start,valid_date_end
0.49523095330743383,0.4930507235463971,-0.060686645698350125,0.009906035290291462,1,137090,6000,134390,6000,2024-01-02,2025-11-25,2025-11-26,2025-12-23
0.5007924747465486,0.4961441641645329,0.03670029487718787,0.023573217306901956,2,143090,6000,140390,6000,2024-01-02,2025-12-23,2025-12-24,2026-01-22
0.5028332008880434,0.49778837976145185,0.08702811899263987,0.004556550696912584,3,149090,6000,146390,6000,2024-01-02,2026-01-22,2026-01-23,2026-02-27
