model_family,model_label,model_dir,backend,feature_set,feature_count,target_mode,sequence_length,rank_ic_mean,top5_mean_return_mean,rmse_mean,mae_mean,cumulative_return_after_cost,sharpe_after_cost,max_drawdown_after_cost,avg_turnover,win_rate_after_cost,avg_cash_weight,prediction_source,sort_strategy,weighting_scheme,max_turnover
lstm,LSTM,D:\Desktop\股票分析预测代码\app\model\lstm_baseline,torch_lstm,base_technical_risk,45,cross_section_rank,10,0.027737750754141536,0.005159597691903449,0.4911781450808645,0.4876315892357437,0.25664993924528856,2.1435538269270107,-0.046308821088719476,0.6904848091047561,0.5166666666666667,0.010025578473586864,replay_walk_forward_predictions,risk_adjusted,pred,0.7
lightgbm,LightGBM,D:\Desktop\股票分析预测代码\app\model,lightgbm,base_technical_risk,45,cross_section_rank,,-0.028079520883123987,-0.0009439015887825042,0.49912483147573505,0.4961112194726674,0.1253478939602093,1.5783075132243667,-0.07062121926460019,0.7000000000002412,0.5166666666666667,0.006262670548986356,replay_walk_forward_predictions,risk_adjusted,pred,0.7
transformer,Transformer,D:\Desktop\股票分析预测代码\app\model\transformer_baseline,torch_transformer,base_technical_risk,45,cross_section_rank,10,0.008137264108281155,0.0038852991247711097,0.5090063896117961,0.5064135510615986,0.12301153731104963,0.8872651824611576,-0.12604589343591843,0.6830274510572895,0.4666666666666667,0.008804777071241476,replay_walk_forward_predictions,risk_adjusted,pred,0.7
xgboost,XGBoost,D:\Desktop\股票分析预测代码\app\model\xgboost_baseline,xgboost,base_technical_risk,45,cross_section_rank,,-0.02416423224851337,-0.005002248968016885,0.4987902960109978,0.495697101110586,-0.028795553695393883,-0.3871739642738719,-0.10514849936195358,0.7000000000003106,0.38333333333333336,0.008185727450754186,replay_walk_forward_predictions,risk_adjusted,pred,0.7
