profile_name,prediction_source,weighting_scheme,sort_strategy,top_k,enable_risk_filters,allow_cash_fallback,max_volatility_20d_pct,max_volatility_5d_pct,turnover_rate_lower_pct,turnover_rate_upper_pct,turnover_ratio_upper_pct,risk_penalty_weight,transaction_cost,max_turnover,rerank_signal_column,rerank_signal_weight,secondary_candidate_size,periods,cumulative_return_before_cost,cumulative_return_after_cost,mean_period_return_before_cost,mean_period_return_after_cost,return_volatility_before_cost,return_volatility_after_cost,max_drawdown_before_cost,max_drawdown_after_cost,sharpe_before_cost,sharpe_after_cost,win_rate_before_cost,win_rate_after_cost,avg_selected_count,avg_signal_count,avg_cash_weight,avg_turnover,avg_desired_turnover,avg_execution_strength,total_transaction_cost
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.88,0.96,0.03,0.97,0.95,0.1,0.001,0.8,,0.0,0,60,0.9507617043498067,0.8667551087585359,0.01146441617832601,0.01072326030441235,0.023316556940791863,0.02332715212602819,-0.04918545176468003,-0.05618459846580781,3.5455955593424355,3.3148722706331775,0.6333333333333333,0.6166666666666667,5.0,5.0,0.0033333333334783686,0.7411558739136617,1.108127967166879,0.7355610337816145,0.044469352434819726
