profile_name,date,selected_count,signal_count,cash_weight,gross_return,transaction_cost,net_return,turnover,desired_turnover,execution_strength,net_value_before_cost,net_value_after_cost,selected_stock_ids,selected_weights,target_weights,selected_pred_returns,selected_target_returns,filter_initial_candidates,filter_after_primary_screen,filter_after_risk_filters,filter_after_secondary_screen,filter_secondary_quality_filter_count,filter_fallback_used,drawdown_before_cost,drawdown_after_cost
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,5,5,0.19999999999999996,0.00880011191387868,0.0008,0.00800011191387868,0.8,1.0,0.8,1.0088001119138787,1.0080001119138786,"600941,600803,601728,600050,601186","0.162213,0.160591,0.160025,0.159554,0.157617","0.202766,0.200739,0.200031,0.199443,0.197021","0.548595,0.543108,0.541194,0.539602,0.533050","-0.011328,0.039656,0.019034,0.000000,0.007762",300,38,30,15,15,False,0.0,0.0
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,5,5,0.0,0.004411722284952941,0.0005211817172306969,0.0038905405677222443,0.521181717230697,0.521181717230697,1.0,1.0132506578486722,1.011921777241548,"600941,600050,601728,601838,601186","0.203955,0.199842,0.199694,0.198446,0.198064","0.203955,0.199842,0.199694,0.198446,0.198064","0.548422,0.537364,0.536965,0.533608,0.532581","-0.012588,-0.005525,0.023634,0.011786,0.005175",300,38,31,15,15,False,0.0,0.0
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,5,5,0.0,-0.0037374090681341985,0.0008,-0.004537409068134199,0.8,1.2097142229570466,0.6613132133343577,1.0094637256517356,1.00733027419325,"600803,600941,000651,000538,600050","0.138104,0.200277,0.131059,0.130838,0.197797","0.208832,0.198394,0.198180,0.197845,0.196749","0.559040,0.531097,0.530523,0.529628,0.526693","-0.011014,-0.004686,0.012865,-0.005887,-0.011091",300,38,27,15,15,False,-0.0037374090681342453,-0.004537409068134046
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,5,5,0.0,-0.0016280559200593401,0.0008,-0.00242805592005934,0.8,1.4616752211412165,0.5473172072899974,1.007820262257103,1.00488441995754,"600803,000651,000938,000333,600690","0.174059,0.169545,0.108850,0.108466,0.108242","0.203798,0.201377,0.198880,0.198177,0.197768","0.546989,0.540491,0.533787,0.531903,0.530803","-0.026661,0.000734,-0.010269,0.036205,0.000727",300,38,24,15,15,False,-0.005359380277234593,-0.006954447905243799
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-02,5,5,0.0,-0.0034227293408029885,0.0008000000000000001,-0.004222729340802989,0.8000000000000002,1.3741646395205245,0.582171871544546,1.00437076627522,1.0006410650332693,"600803,600690,601728,603501,000157","0.190261,0.161870,0.129396,0.115761,0.115630","0.201889,0.200359,0.200290,0.198843,0.198618","0.533718,0.529673,0.529492,0.525667,0.525072","-0.010570,-0.022302,-0.021552,-0.000826,0.043956",300,38,18,13,13,False,-0.008763765909914123,-0.01114781049482838
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-03,5,5,0.0,-0.007601536477638275,0.0008,-0.008401536477638276,0.8,1.5030917083300697,0.5322363203565255,0.9967360052583053,0.9922341426243695,"002074,002493,000938,600803,601838","0.109293,0.106715,0.127235,0.194176,0.111035","0.205347,0.200503,0.199087,0.197617,0.197447","0.553268,0.540218,0.536401,0.532442,0.531983","0.031135,-0.028689,0.018944,-0.039331,-0.024461",300,38,20,15,15,False,-0.016298684301306765,-0.019455688235948565
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-04,5,5,1.1102230246251565e-16,-0.010061446481732069,0.0008,-0.01086144648173207,0.8,1.176148418697454,0.6801862650004443,0.9867073992849835,0.9814570445869076,"002493,600104,601111,600803,601838","0.174846,0.135281,0.135070,0.197081,0.169647","0.206881,0.198888,0.198578,0.198447,0.197206","0.563026,0.541273,0.540430,0.540074,0.536696","-0.016649,-0.006502,-0.013189,0.007425,-0.035088",300,38,20,15,15,False,-0.02619614244321855,-0.030105817801140633
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-05,5,5,0.0,-0.0025480791228121346,0.0008,-0.0033480791228121345,0.8,1.9788048350633052,0.4042844376688653,0.9841931907605411,0.9781710487459894,"000651,601066,600027,600900,601816","0.087541,0.081074,0.080745,0.080734,0.080503","0.200917,0.200538,0.199723,0.199697,0.199124","0.532322,0.531316,0.529159,0.529089,0.527572","-0.003914,0.014615,-0.011364,-0.007838,-0.022857",300,38,29,15,15,False,-0.028677471722372894,-0.033353100263897484
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-08,5,5,0.0,-0.008604355502652867,0.0008000000000000001,-0.009404355502652867,0.8000000000000002,1.663912385689856,0.4807945459630202,0.9757248426639472,0.9689719804611793,"601298,600741,000651,601816,601618","0.096869,0.096330,0.141539,0.137688,0.095618","0.201476,0.200356,0.199852,0.199442,0.198874","0.540265,0.537261,0.535909,0.534810,0.533287","0.012821,0.008101,0.004666,-0.015326,-0.095975",300,38,29,15,15,False,-0.03703507606340917,-0.04244379135455312
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-09,5,5,0.0,0.007020160240197956,0.0008,0.006220160240197956,0.8,1.3359360330789243,0.5988310669008938,0.9825745874097901,0.9749991414479097,"600741,000538,601298,601816,600795","0.159123,0.120624,0.159012,0.174335,0.118939","0.201189,0.200665,0.200643,0.198885,0.198618","0.538359,0.536956,0.536897,0.532194,0.531481","0.018936,0.003956,0.019837,-0.009690,0.017361",300,38,34,15,15,False,-0.030274907991684308,-0.03648763829778212
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-10,5,5,0.0,-0.00088227992259072,0.0008000000000000001,-0.00168227992259072,0.8000000000000002,1.4405068494482247,0.555360080589991,0.9817076815788706,0.9733589199677086,"000538,600741,600023,600406,601995","0.165659,0.182188,0.111433,0.110252,0.110215","0.201716,0.200654,0.200651,0.198523,0.198456","0.539196,0.536359,0.536349,0.530661,0.530484","0.004313,-0.009596,-0.003891,0.005307,0.000000",300,38,36,15,15,False,-0.03113047697079563,-0.03810853579904172
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-11,5,5,0.0,0.0310956589711635,0.0008,0.0302956589711635,0.8,1.4332355288318495,0.558177622523798,1.0122345288546186,1.0028474698635905,"601066,000538,601995,601059,600030","0.115515,0.185031,0.160198,0.111321,0.111317","0.201007,0.200364,0.199762,0.199437,0.199430","0.535404,0.533691,0.532088,0.531221,0.531204","0.034496,0.005372,0.100029,0.068016,0.022647",300,38,36,15,15,False,-0.001002840695125684,-0.008967400032336204
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-12,5,5,0.0,0.010116547488552195,0.0008,0.009316547488552195,0.8,1.0807323066097507,0.7402388131706678,1.0224748475353287,1.012190545940349,"601995,601059,600795,600023,601066","0.190578,0.177708,0.154760,0.159882,0.176706","0.201239,0.201005,0.200868,0.198710,0.198178","0.540857,0.540226,0.539859,0.534058,0.532629","0.022643,0.006183,0.015254,0.000000,0.013253",300,38,35,15,15,False,0.0,0.0
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-15,5,5,0.0,0.010533370912625127,0.0002807323066097506,0.010252638606015376,0.2807323066097506,0.2807323066097506,1.0,1.0332449543532483,1.022568169808301,"601066,600795,601995,601059,600023","0.202082,0.201857,0.199818,0.199733,0.196510","0.202082,0.201857,0.199818,0.199733,0.196510","0.547460,0.546850,0.541327,0.541096,0.532364","0.019556,0.003413,0.024649,0.006745,-0.001934",300,38,34,15,15,False,0.0,0.0
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-16,5,5,0.0,0.006679415697971794,0.0008,0.005879415697971794,0.8,1.2008972186223448,0.6661685842837997,1.0401464269212053,1.0285802731581182,"601186,601995,601059,600900,688009","0.133454,0.200090,0.200061,0.133288,0.132660","0.200330,0.200226,0.200226,0.200081,0.199138","0.538163,0.537882,0.537882,0.537493,0.534961","0.006468,0.031814,0.005059,-0.015396,0.003697",300,38,29,15,15,False,0.0,0.0
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-17,5,5,0.0,-0.01212644752670114,0.0008,-0.01292644752670114,0.8,1.334231916307051,0.5995959099931271,1.0275331458550596,1.0152843842301398,"601186,000001,601607,000651,601059","0.174032,0.119901,0.119882,0.119639,0.199683","0.201129,0.199969,0.199938,0.199533,0.199430","0.545319,0.542174,0.542089,0.540991,0.540713","0.006452,0.003475,0.000000,-0.007056,-0.064211",300,38,36,15,15,False,-0.012126447526701112,-0.012926447526701246
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-18,5,5,0.0,-0.0056431070524200246,0.0008,-0.006443107052420025,0.8,1.0656332787892608,0.7507273054656617,1.0217346663130897,1.0087427982538946,"000001,601607,600900,601186,601018","0.180759,0.180119,0.163347,0.193262,0.149696","0.200967,0.200120,0.199864,0.199648,0.199402","0.538238,0.535971,0.535283,0.534705,0.534046","-0.007739,-0.007202,-0.014270,0.005141,-0.010753",300,38,36,15,15,False,-0.017701123737562274,-0.019286268093899217
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-19,5,5,0.0,-0.0026990334661940478,0.0008000000000000001,-0.003499033466194048,0.8000000000000002,1.2794433671926682,0.6252719116089881,1.0189769702551401,1.005213173444022,"600887,601018,000651,000001,000858","0.126690,0.181515,0.136187,0.191832,0.124055","0.202615,0.200584,0.199931,0.198467,0.198402","0.545860,0.540389,0.538629,0.534685,0.534509","0.007229,-0.008086,-0.006320,-0.004307,-0.003710",300,38,35,15,15,False,-0.020352381278399445,-0.02271781826259478
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-22,5,5,0.0,-0.0011580563332164817,0.0008,-0.001958056333216482,0.8,1.3835902751310492,0.5782058564441895,1.0177969375213343,1.0032449094235272,"300628,600887,601018,000538,000999","0.117575,0.170483,0.191906,0.114150,0.114091","0.203344,0.202430,0.199486,0.197421,0.197319","0.545160,0.542708,0.534815,0.529280,0.529007","0.005233,-0.007506,-0.008108,0.001944,0.007366",300,38,36,15,15,False,-0.021486868407580517,-0.02463139182788543
