profile_name,prediction_source,weighting_scheme,sort_strategy,top_k,enable_risk_filters,allow_cash_fallback,max_volatility_20d_pct,max_volatility_5d_pct,turnover_rate_lower_pct,turnover_rate_upper_pct,turnover_ratio_upper_pct,risk_penalty_weight,transaction_cost,max_turnover,periods,cumulative_return_before_cost,cumulative_return_after_cost,mean_period_return_before_cost,mean_period_return_after_cost,return_volatility_before_cost,return_volatility_after_cost,max_drawdown_before_cost,max_drawdown_after_cost,sharpe_before_cost,sharpe_after_cost,win_rate_before_cost,win_rate_after_cost,avg_selected_count,avg_signal_count,avg_cash_weight,avg_turnover,avg_desired_turnover,avg_execution_strength,total_transaction_cost
lstm_sl10_base__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,0.96,0.03,0.97,0.95,0.1,0.001,0.8,60,0.5143849716532356,0.44929061951878424,0.007047480205934416,0.006310821166445577,0.014664173868825861,0.014687176458448485,-0.06038307169684487,-0.06509391889951732,3.465596012787674,3.098483819579119,0.6833333333333333,0.6666666666666666,5.0,5.0,0.0034828749573568812,0.7366590394888385,1.0815849789037324,0.7599645743228395,0.04419954236933032
