rmse,mae,rank_ic,top5_mean_return,fold_id,train_rows,valid_rows,train_sequence_rows,valid_sequence_rows,train_date_start,train_date_end,valid_date_start,valid_date_end
0.4939193587192447,0.4919431935237362,-0.030668819475429654,0.01590761439876317,1,137090,6000,134390,6000,2024-01-02,2025-11-25,2025-11-26,2025-12-23
0.5007993376242348,0.49690599037211375,0.04571431779245336,0.019788714534725953,2,143090,6000,140390,6000,2024-01-02,2025-12-23,2025-12-24,2026-01-22
0.48721627856182814,0.4834154410688821,0.03952852109583478,-0.001124977343464385,3,149090,6000,146390,6000,2024-01-02,2026-01-22,2026-01-23,2026-02-27
