profile_name,prediction_source,weighting_scheme,sort_strategy,top_k,enable_risk_filters,allow_cash_fallback,max_volatility_20d_pct,max_volatility_5d_pct,turnover_rate_lower_pct,turnover_rate_upper_pct,turnover_ratio_upper_pct,risk_penalty_weight,transaction_cost,max_turnover,rerank_signal_column,rerank_signal_weight,periods,cumulative_return_before_cost,cumulative_return_after_cost,mean_period_return_before_cost,mean_period_return_after_cost,return_volatility_before_cost,return_volatility_after_cost,max_drawdown_before_cost,max_drawdown_after_cost,sharpe_before_cost,sharpe_after_cost,win_rate_before_cost,win_rate_after_cost,avg_selected_count,avg_signal_count,avg_cash_weight,avg_turnover,avg_desired_turnover,avg_execution_strength,total_transaction_cost
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,0.96,0.03,0.97,0.95,0.1,0.001,0.8,rel_strength_accel_5d_v2,0.1,60,0.9590903749761404,0.8707342446681099,0.011484993899198916,0.010708132812642794,0.02093728663941508,0.020962164690310682,-0.046193231731032625,-0.05142256404542633,3.955597027935578,3.6836579132791645,0.6333333333333333,0.6333333333333333,5.0,5.0,0.00333333333348691,0.7768610865561248,1.144012152312189,0.7300664740548672,0.04661166519336751
